Date,Particulars,Voucher No.,Voucher Ref. No.,Narration,Quantity,Rate,Value,Gross Total,GST Sales,Output CGST @ 6%,Output SGST @ 6%,Round Off,Output IGST @ 12%,Output IGST @ 18%,Output CGST @ 9%,Output SGST @ 9%,Output IGST @ 5%,Shipping Interstate GST @ 18%,Shipping Local GST @ 18%,Output CGST @ 2.5%,Output SGST @ 2.5%,Input CGST @ 2.5%,Input SGST @ 2.5%,Local GST Sales @ 5%,Local GST Sales @ 12%,Local GST Sales @ 18%,Interstate GST Sales @ 5%,Interstate GST Sales @ 12%,Interstate GST Sales @ 18%
,Plaeto Aspire School Shoes (Size 09 C) - Black,,,,1 Pr,802.68/Pr,802.68,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 C) - Black,,,,4 Pr,802.68/Pr,3210.72,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 C) - Black,,,,3 Pr,802.68/Pr,2408.04,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 C) - Black,,,,7 Pr,802.68/Pr,5618.76,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - Black,,,,11 Pr,802.68/Pr,8829.48,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - Black,,,,11 Pr,936.61/Pr,10302.71,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 02 UK) - Black,,,,13 Pr,936.61/Pr,12175.93,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 03 UK) - Black,,,,9 Pr,936.61/Pr,8429.49,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - Black,,,,18 Pr,936.61/Pr,16858.98,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 05 UK) - Black,,,,9 Pr,981.25/Pr,8831.25,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 06 UK) - Black,,,,19 Pr,981.25/Pr,18643.75,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 07 UK) - Black,,,,17 Pr,981.25/Pr,16681.25,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 UK) - Black,,,,10 Pr,981.25/Pr,9812.50,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 UK) - Black,,,,5 Pr,981.25/Pr,4906.25,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 UK) - Black,,,,2 Pr,981.25/Pr,1962.50,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 UK) - Black,,,,3 Pr,981.25/Pr,2943.75,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 UK) - Black,,,,1 Pr,981.25/Pr,981.25,,,,,,,,,,,,,,,,,,,,,,
14-Jul-25,Endeavour International School,PSB25-26/INV-813,PSB25-26/INV-813,Being Sale of Goods - Accounted,1 Pr,,1905.93,2249.00 Dr,1905.93 Cr,,,0.01 Cr,,,171.53 Cr,171.53 Cr,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,1 Pr,1905.93/Pr,1905.93,,,,,,,,,,,,,,,,,,,,,,
14-Jul-25,National Public School  - Sadashiva Nagar (NPS),PSB25-26/INV-814,PSB25-26/INV-814,Being Sale of Goods - Accounted,8 Pr,,12281.37,14492.00 Dr,12281.37 Cr,,,0.03 Dr,,,1105.33 Cr,1105.33 Cr,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,1 Pr,1270.34/Pr,1270.34,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,1 Pr,1270.34/Pr,1270.34,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,2 Pr,1694.07/Pr,3388.14,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,1 Pr,1694.07/Pr,1694.07,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - White,,,,1 Pr,1270.34/Pr,1270.34,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - White,,,,1 Pr,1694.07/Pr,1694.07,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - White,,,,1 Pr,1694.07/Pr,1694.07,,,,,,,,,,,,,,,,,,,,,,
14-Jul-25,CENTRAL CLOTHING,PSB25-26/INV-815,PSB25-26/INV-815,Being Sale of Goods - Accounted,10 Pr,,13912.00,16416.00 Dr,13912.00 Cr,,,0.16 Dr,,2504.16 Cr,,,,,,,,,,,,,,,
,Puma School Shoes (Size 12 C) - Black,,,,1 Pr,1316.00/Pr,1316.00,,,,,,,,,,,,,,,,,,,,,,
,Puma School Shoes (Size 01 UK) - Black,,,,4 Pr,1410.00/Pr,5640.00,,,,,,,,,,,,,,,,,,,,,,
,Puma School Shoes (Size 12 C) - White,,,,1 Pr,1316.00/Pr,1316.00,,,,,,,,,,,,,,,,,,,,,,
,Puma School Shoes (Size 01 UK) - White,,,,4 Pr,1410.00/Pr,5640.00,,,,,,,,,,,,,,,,,,,,,,
14-Jul-25,Walk-King Shoe Company,PSB25-26/INV-816,PSB25-26/INV-816,Being Sale of Goods - Accounted,14 Pr,,20664.00,24384.00 Dr,20664.00 Cr,,,0.48 Cr,,3719.52 Cr,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 10 US) - Black,,,,14 Pr,1476.00/Pr,20664.00,,,,,,,,,,,,,,,,,,,,,,
14-Jul-25,Gubbacci Apparel Pvt Ltd,PSB25-26/INV-817,PSB25-26/INV-817,Being Sale of Goods - Accounted,639 Pr,,436395.11,488763.00 Dr,436395.11 Cr,26183.73 Cr,26183.73 Cr,0.43 Cr,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 08 K) - Black,,,,1 Pr,654.46/Pr,654.46,,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 09 K) - Black,,,,6 Pr,654.46/Pr,3926.76,,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 10 K) - Black,,,,18 Pr,654.46/Pr,11780.28,,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 11 K) - Black,,,,14 Pr,654.46/Pr,9162.44,,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 12 K) - Black,,,,13 Pr,654.46/Pr,8507.98,,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 01 UK) - Black,,,,17 Pr,654.46/Pr,11125.82,,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 02 UK) - Black,,,,9 Pr,654.46/Pr,5890.14,,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 03 UK) - Black,,,,10 Pr,654.46/Pr,6544.60,,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 04 UK) - Black,,,,12 Pr,654.46/Pr,7853.52,,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 05 UK) - Black,,,,42 Pr,654.46/Pr,27487.32,,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 06 UK) - Black,,,,75 Pr,691.07/Pr,51830.25,,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 07 UK) - Black,,,,69 Pr,691.07/Pr,47683.83,,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 08 UK) - Black,,,,91 Pr,691.07/Pr,62887.37,,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 09 UK) - Black,,,,105 Pr,691.07/Pr,72562.35,,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 10 UK) - Black,,,,97 Pr,691.07/Pr,67033.79,,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 11 UK) - Black,,,,32 Pr,691.07/Pr,22114.24,,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 12 UK) - Black,,,,28 Pr,691.07/Pr,19349.96,,,,,,,,,,,,,,,,,,,,,,
14-Jul-25,R M SURESH & CO,PSB25-26/INV-818,PSB25-26/INV-818,Being Sale of Goods - Accounted,3 Pr,,3673.53,4335.00 Dr,3673.53 Cr,,,0.21 Cr,,,330.63 Cr,330.63 Cr,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 02 UK) - Black,,,,1 Pr,1224.51/Pr,1224.51,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 03 UK) - Black,,,,1 Pr,1224.51/Pr,1224.51,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - Black,,,,1 Pr,1224.51/Pr,1224.51,,,,,,,,,,,,,,,,,,,,,,
14-Jul-25,V A Sports,PSB25-26/INV-819,PSB25-26/INV-819,Being Sale of Goods - Accounted,625 Pr,,112500.00,118125.00 Dr,112500.00 Cr,,,,,,,,,,,2812.50 Cr,2812.50 Cr,,,,,,,,
,White Crew Socks with Grey Rings (P/3) - M,,,,201 Pr,180.00/Pr,36180.00,,,,,,,,,,,,,,,,,,,,,,
,White Crew Socks with Grey Rings (P/3) - L,,,,199 Pr,180.00/Pr,35820.00,,,,,,,,,,,,,,,,,,,,,,
,White Crew Socks with Grey Rings (P/3) - XL,,,,195 Pr,180.00/Pr,35100.00,,,,,,,,,,,,,,,,,,,,,,
,White Crew Socks with Pink Rings (P/3) - XS,,,,30 Pr,180.00/Pr,5400.00,,,,,,,,,,,,,,,,,,,,,,
15-Jul-25,GoScholar,PSB25-26/INV-820,PSB25-26/INV-820,Being Sale of Goods - Accounted,15 Pr,,18478.00,21689.00 Dr,18478.00 Cr,,,0.04 Cr,230.16 Cr,2980.80 Cr,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09C) - Black,,,,2 Pr,959.00/Pr,1918.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,3 Pr,1200.00/Pr,3600.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,6 Pr,1296.00/Pr,7776.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,1 Pr,1296.00/Pr,1296.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,2 Pr,1296.00/Pr,2592.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,1 Pr,1296.00/Pr,1296.00,,,,,,,,,,,,,,,,,,,,,,
15-Jul-25,Samashti Education Initiatives Pvt Ltd,PSB25-26/INV-821,PSB25-26/INV-821,Being Sale of Goods - Accounted,16 Pcs,,5524.00,5800.00 Dr,5524.00 Cr,,,0.20 Dr,,,,,276.20 Cr,,,,,,,,,,,,
,Samashti T Shirts - Aer - Yellow - 36,,,,1 Pcs,349.00/Pcs,349.00,,,,,,,,,,,,,,,,,,,,,,
,Samashti T Shirts - Terra - Green - 30,,,,2 Pcs,349.00/Pcs,698.00,,,,,,,,,,,,,,,,,,,,,,
,Samashti T Shirts - Terra - Green - 40,,,,2 Pcs,369.00/Pcs,738.00,,,,,,,,,,,,,,,,,,,,,,
,Samashti T Shirts - Ignis - Red - 38,,,,1 Pcs,369.00/Pcs,369.00,,,,,,,,,,,,,,,,,,,,,,
,Samashti T Shirts - Ignis - Red - 40,,,,2 Pcs,369.00/Pcs,738.00,,,,,,,,,,,,,,,,,,,,,,
,Samashti Shorts - Aer - Yellow - 32,,,,2 Pcs,329.00/Pcs,658.00,,,,,,,,,,,,,,,,,,,,,,
,Samashti Shorts - Terra - Green - 32,,,,3 Pcs,329.00/Pcs,987.00,,,,,,,,,,,,,,,,,,,,,,
,Samashti Shorts - Terra - Green - 34,,,,3 Pcs,329.00/Pcs,987.00,,,,,,,,,,,,,,,,,,,,,,
15-Jul-25,ELEMENTS BRAND MERCHANDISING,PSB25-26/INV-822,PSB25-26/INV-822,Being Sale of Goods - Accounted,1 Pr,,1296.00,1529.00 Dr,1296.00 Cr,,,0.28 Dr,,233.28 Cr,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,1 Pr,1296.00/Pr,1296.00,,,,,,,,,,,,,,,,,,,,,,
15-Jul-25,ELEMENTS BRAND MERCHANDISING,PSB25-26/INV-823,PSB25-26/INV-823,Being Sale of Goods - Accounted,3 Pr,,2589.00,2900.00 Dr,2589.00 Cr,,,0.32 Cr,310.68 Cr,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - Black,,,,3 Pr,863.00/Pr,2589.00,,,,,,,,,,,,,,,,,,,,,,
15-Jul-25,D S APPARELS,PSB25-26/INV-824,PSB25-26/INV-824,Being Sale of Goods - Accounted,4 Pr,,3532.14,3956.00 Dr,3532.14 Cr,211.93 Cr,211.93 Cr,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - Black,,,,2 Pr,856.25/Pr,1712.50,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 05 UK) - Black,,,,2 Pr,909.82/Pr,1819.64,,,,,,,,,,,,,,,,,,,,,,
16-Jul-25,R M SURESH & CO,PSB25-26/INV-825,PSB25-26/INV-825,Being Sale of Goods - Accounted,16 Pr,,21742.00,25656.00 Dr,21742.00 Cr,,,0.38 Cr,,,1956.81 Cr,1956.81 Cr,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - Black,,,,1 Pr,1349.50/Pr,1349.50,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,1 Pr,1349.50/Pr,1349.50,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,2 Pr,1349.50/Pr,2699.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,3 Pr,1349.50/Pr,4048.50,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,3 Pr,1349.50/Pr,4048.50,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,2 Pr,1349.50/Pr,2699.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,1 Pr,1349.50/Pr,1349.50,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,2 Pr,1349.50/Pr,2699.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,1 Pr,1499.50/Pr,1499.50,,,,,,,,,,,,,,,,,,,,,,
16-Jul-25,Samaikya Edu Services Pvt Ltd,PSB25-26/INV-826,PSB25-26/INV-826,Being Sale of Goods - Accounted,31 Pr,,41151.79,48559.00 Dr,41151.79 Cr,,,0.10 Dr,,7407.31 Cr,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 C) - Black,,,,1 Pr,1304.24/Pr,1304.24,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - Black,,,,4 Pr,1304.24/Pr,5216.96,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,15 Pr,1304.24/Pr,19563.60,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,3 Pr,1304.24/Pr,3912.72,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,1 Pr,1304.24/Pr,1304.24,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,1 Pr,1304.24/Pr,1304.24,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,1 Pr,1304.24/Pr,1304.24,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,3 Pr,1448.31/Pr,4344.93,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,2 Pr,1448.31/Pr,2896.62,,,,,,,,,,,,,,,,,,,,,,
16-Jul-25,Samskruti The School Of Tomorrow,PSB25-26/INV-827,PSB25-26/INV-827,Being Sale of Goods - Accounted,16 Pr,,13208.98,14794.00 Dr,13208.98 Cr,,,0.03 Dr,1585.05 Cr,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 C) - Black,,,,1 Pr,758.04/Pr,758.04,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 C) - Black,,,,5 Pr,758.04/Pr,3790.20,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 C) - Black,,,,1 Pr,758.04/Pr,758.04,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - Black,,,,3 Pr,758.04/Pr,2274.12,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - Black,,,,2 Pr,927.68/Pr,1855.36,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 02 UK) - Black,,,,1 Pr,927.68/Pr,927.68,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - Black,,,,2 Pr,927.68/Pr,1855.36,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 07 UK) - Black,,,,1 Pr,990.18/Pr,990.18,,,,,,,,,,,,,,,,,,,,,,
16-Jul-25,Samskruti The School Of Tomorrow,PSB25-26/INV-828,PSB25-26/INV-828,Being Sale of Goods - Accounted,5 Pr,,7453.40,8795.00 Dr,7453.40 Cr,,,0.01 Dr,,1341.61 Cr,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - Black,,,,3 Pr,1490.68/Pr,4472.04,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,2 Pr,1490.68/Pr,2981.36,,,,,,,,,,,,,,,,,,,,,,
16-Jul-25,The Landmark School,PSB25-26/INV-829,PSB25-26/INV-829,Being Sale of Goods - Accounted,9 Pr,,13187.25,15561.00 Dr,13187.25 Cr,,,0.05 Cr,,,1186.85 Cr,1186.85 Cr,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - White,,,,9 Pr,1465.25/Pr,13187.25,,,,,,,,,,,,,,,,,,,,,,
16-Jul-25,Gopalan National School,PSB25-26/INV-830,PSB25-26/INV-830,Being Sale of Goods - Accounted,4 Pr,,4.00,4.00 Dr,4.00 Cr,0.24 Cr,0.24 Cr,0.48 Dr,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - White,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - White,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - White,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,,
17-Jul-25,SAI ANUGRAHA TRADERS,PSB25-26/INV-831,PSB25-26/INV-831,Being Sale of Goods - Accounted,18 Pr,,16200.00,18144.00 Dr,16200.00 Cr,,,,1944.00 Cr,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 C) - White,,,,1 Pr,900.00/Pr,900.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 C) - White,,,,4 Pr,900.00/Pr,3600.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - White,,,,3 Pr,900.00/Pr,2700.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - White,,,,7 Pr,900.00/Pr,6300.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - White,,,,3 Pr,900.00/Pr,2700.00,,,,,,,,,,,,,,,,,,,,,,
17-Jul-25,Sunshine Enterprises,PSB25-26/INV-832,PSB25-26/INV-832,Being Sale of Goods - Accounted,18 Pr,,12618.00,14132.00 Dr,12618.00 Cr,757.08 Cr,757.08 Cr,0.16 Dr,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 C) - Black,,,,12 Pr,701.00/Pr,8412.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - Black,,,,6 Pr,701.00/Pr,4206.00,,,,,,,,,,,,,,,,,,,,,,
17-Jul-25,Walk-King Shoe Company,PSB25-26/INV-833,PSB25-26/INV-833,Being Sale of Goods - Accounted,2 Pr,,2214.00,2613.00 Dr,2214.00 Cr,,,0.48 Cr,,398.52 Cr,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,2 Pr,1107.00/Pr,2214.00,,,,,,,,,,,,,,,,,,,,,,
17-Jul-25,The Prodigies International School,PSB25-26/INV-834,PSB25-26/INV-834,Being Sale of Goods - Accounted,2 Pr,,3050.00,3599.00 Dr,3050.00 Cr,,,,,,274.50 Cr,274.50 Cr,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - Black,,,,1 Pr,1525.00/Pr,1525.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 US) - Black,,,,1 Pr,1525.00/Pr,1525.00,,,,,,,,,,,,,,,,,,,,,,
17-Jul-25,SAI ANUGRAHA TRADERS,PSB25-26/INV-835,PSB25-26/INV-835,Being Sale of Goods - Accounted,2 Pr,,1402.00,1570.00 Dr,1402.00 Cr,,,0.24 Dr,168.24 Cr,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 C) - Black,,,,1 Pr,701.00/Pr,701.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - Black,,,,1 Pr,701.00/Pr,701.00,,,,,,,,,,,,,,,,,,,,,,
17-Jul-25,(cancelled ),PSB25-26/INV-836,PSB25-26/INV-836,Being Sale of Goods - Accounted,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jul-25,Walk-King Shoe Company,PSB25-26/INV-837,PSB25-26/INV-837,Being Sale of Goods - Accounted,1 Pr,,1107.00,1306.00 Dr,1107.00 Cr,,,0.26 Dr,,199.26 Cr,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,1 Pr,1107.00/Pr,1107.00,,,,,,,,,,,,,,,,,,,,,,
17-Jul-25,SAI ANUGRAHA TRADERS,PSB25-26/INV-838,PSB25-26/INV-838,Being Sale of Goods - Accounted,19 Pr,,13319.00,14917.00 Dr,13319.00 Cr,,,0.28 Dr,1598.28 Cr,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 C) - Black,,,,4 Pr,701.00/Pr,2804.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 C) - Black,,,,9 Pr,701.00/Pr,6309.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - Black,,,,6 Pr,701.00/Pr,4206.00,,,,,,,,,,,,,,,,,,,,,,
17-Jul-25,Radcliffe Education Pvt Ltd (M),PSB25-26/INV-839,PSB25-26/INV-839,Being Sale of Goods - Accounted,4 Pr,,2642.84,2960.00 Dr,2642.84 Cr,,,0.02 Cr,317.14 Cr,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - Black,,,,4 Pr,660.71/Pr,2642.84,,,,,,,,,,,,,,,,,,,,,,
17-Jul-25,Radcliffe Education Pvt Ltd (M),PSB25-26/INV-840,PSB25-26/INV-840,Being Sale of Goods - Accounted,3 Pr,,1982.13,2220.00 Dr,1982.13 Cr,,,0.01 Cr,237.86 Cr,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - Black,,,,3 Pr,660.71/Pr,1982.13,,,,,,,,,,,,,,,,,,,,,,
17-Jul-25,Radcliffe Education Pvt Ltd (M),PSB25-26/INV-841,PSB25-26/INV-841,Being Sale of Goods - Accounted,23 Pr,,15196.33,17020.00 Dr,15196.33 Cr,,,0.11 Cr,1823.56 Cr,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - Black,,,,23 Pr,660.71/Pr,15196.33,,,,,,,,,,,,,,,,,,,,,,
17-Jul-25,ETERNAL TRADING CO,PSB25-26/INV-842,PSB25-26/INV-842,Being Sale of Goods - Accounted,13 Pr,,9919.00,11109.00 Dr,9919.00 Cr,,,0.28 Dr,1190.28 Cr,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - Black,,,,5 Pr,675.00/Pr,3375.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 02 UK) - Black,,,,5 Pr,831.00/Pr,4155.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 C) - White,,,,1 Pr,675.00/Pr,675.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 03 UK) - White,,,,1 Pr,831.00/Pr,831.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 UK) - White,,,,1 Pr,883.00/Pr,883.00,,,,,,,,,,,,,,,,,,,,,,
18-Jul-25,Mr. Ajit,PSB25-26/INV-843,PSB25-26/INV-843,Being Sale of Goods - Accounted,,,5.00,5.00 Dr,5.00 Cr,0.12 Cr,0.12 Cr,0.42 Dr,,,,,,,,0.09 Cr,0.09 Cr,,,,,,,,
,Caps (Maroon),,,,1 Pcs,1.00/Pcs,1.00,,,,,,,,,,,,,,,,,,,,,,
,Kumaran Formal Boys H/S Shirt ICSE (Blue) - 30,,,,1 Pcs,1.00/Pcs,1.00,,,,,,,,,,,,,,,,,,,,,,
,Kumaran ICSE Wed HALF PANT (Navy) -19,,,,1 Pcs,1.00/Pcs,1.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 03 Y) - Black,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,,
18-Jul-25,Bhavya Jain,PSB25-26/INV-844,PSB25-26/INV-844,Being Sale of Goods - Accounted,4 Pr,,4.00,5.00 Dr,4.00 Cr,0.24 Cr,0.24 Cr,0.52 Cr,,,,,,,,,,,,,,,,,
,Skechers GORUN-400-Intrepid Shoe (Size 08 US) - Black,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,,
